fasta order,tip_labels,tip_labels_alt1,tip_labels_alt2,processid,detailed_species,species,info_group,info_group_species,BIN,region_NZ,Locality,Source_type,Genus,family,order,sampleid,GMYC_spec,country,region_public,,,,new_labels,,,,,,,,new_labels_subsets
163,NZPL885_17|Polyarthra_dolichoptera,NZPL885-17|Polyarthra_dolichoptera,NZPL885-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL885-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:31,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:31`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:31,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:31`)~(`Lake Coleridge`)
164,NZPL886_17|Polyarthra_dolichoptera,NZPL886-17|Polyarthra_dolichoptera,NZPL886-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL886-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
165,NZPL887_17|Polyarthra_dolichoptera,NZPL887-17|Polyarthra_dolichoptera,NZPL887-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL887-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:30,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:30`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:30,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:30`)~(`Lake Coleridge`)
166,NZPL888_17|Polyarthra_dolichoptera,NZPL888-17|Polyarthra_dolichoptera,NZPL888-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL888-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
167,NZPL889_17|Polyarthra_dolichoptera,NZPL889-17|Polyarthra_dolichoptera,NZPL889-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL889-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:31,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:31`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:31,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:31`)~(`Lake Coleridge`)
168,NZPL890_17|Polyarthra_dolichoptera,NZPL890-17|Polyarthra_dolichoptera,NZPL890-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL890-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
169,NZPL892_17|Polyarthra_dolichoptera,NZPL892-17|Polyarthra_dolichoptera,NZPL892-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL892-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:AEC1896,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:24,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:AEC1896`)~(`GMYC:24`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:AEC1896,`)~(`,GMYC:24,`)~(`,Lake Coleridge,`),(`BOLD:AEC1896`)~(`GMYC:24`)~(`Lake Coleridge`)
170,NZPL893_17|Polyarthra_dolichoptera,NZPL893-17|Polyarthra_dolichoptera,NZPL893-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL893-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:AEC1896,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:24,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:AEC1896`)~(`GMYC:24`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:AEC1896,`)~(`,GMYC:24,`)~(`,Lake Coleridge,`),(`BOLD:AEC1896`)~(`GMYC:24`)~(`Lake Coleridge`)
171,NZPL894_17|Polyarthra_dolichoptera,NZPL894-17|Polyarthra_dolichoptera,NZPL894-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL894-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
172,NZPL895_17|Polyarthra_dolichoptera,NZPL895-17|Polyarthra_dolichoptera,NZPL895-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL895-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
173,NZPL896_17|Polyarthra_dolichoptera,NZPL896-17|Polyarthra_dolichoptera,NZPL896-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL896-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:30,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:30`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:30,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:30`)~(`Lake Coleridge`)
174,NZPL897_17|Polyarthra_dolichoptera,NZPL897-17|Polyarthra_dolichoptera,NZPL897-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL897-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
175,NZPL898_17|Polyarthra_dolichoptera,NZPL898-17|Polyarthra_dolichoptera,NZPL898-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL898-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:31,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:31`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:31,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:31`)~(`Lake Coleridge`)
176,NZPL899_17|Polyarthra_dolichoptera,NZPL899-17|Polyarthra_dolichoptera,NZPL899-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL899-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
177,NZPL900_17|Polyarthra_dolichoptera,NZPL900-17|Polyarthra_dolichoptera,NZPL900-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL900-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:31,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:31`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:31,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:31`)~(`Lake Coleridge`)
178,NZPL901_17|Polyarthra_dolichoptera,NZPL901-17|Polyarthra_dolichoptera,NZPL901-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL901-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
179,NZPL902_17|Polyarthra_dolichoptera,NZPL902-17|Polyarthra_dolichoptera,NZPL902-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL902-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
180,NZPL903_17|Polyarthra_dolichoptera,NZPL903-17|Polyarthra_dolichoptera,NZPL903-17_Polyarthra-dolichoptera_Lake_Coleridge,NZPL903-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Coleridge`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Coleridge,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Coleridge`)
181,NZPL904_17|Polyarthra_dolichoptera,NZPL904-17|Polyarthra_dolichoptera,NZPL904-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL904-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:25,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:25`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:25,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:25`)~(`Lake Tekapo`)
182,NZPL905_17|Polyarthra_dolichoptera,NZPL905-17|Polyarthra_dolichoptera,NZPL905-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL905-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Tekapo`)
183,NZPL906_17|Polyarthra_dolichoptera,NZPL906-17|Polyarthra_dolichoptera,NZPL906-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL906-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:28,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:28`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:28,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:28`)~(`Lake Tekapo`)
184,NZPL907_17|Polyarthra_dolichoptera,NZPL907-17|Polyarthra_dolichoptera,NZPL907-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL907-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Tekapo`)
185,NZPL908_17|Polyarthra_dolichoptera,NZPL908-17|Polyarthra_dolichoptera,NZPL908-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL908-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Tekapo`)
186,NZPL909_17|Polyarthra_dolichoptera,NZPL909-17|Polyarthra_dolichoptera,NZPL909-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL909-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Tekapo`)
187,NZPL910_17|Polyarthra_dolichoptera,NZPL910-17|Polyarthra_dolichoptera,NZPL910-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL910-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:27,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:27`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:27,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:27`)~(`Lake Tekapo`)
188,NZPL911_17|Polyarthra_dolichoptera,NZPL911-17|Polyarthra_dolichoptera,NZPL911-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL911-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH3841,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:100,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH3841`)~(`GMYC:100`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH3841,`)~(`,GMYC:100,`)~(`,Lake Tekapo,`),(`BOLD:ADH3841`)~(`GMYC:100`)~(`Lake Tekapo`)
189,NZPL912_17|Polyarthra_dolichoptera,NZPL912-17|Polyarthra_dolichoptera,NZPL912-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL912-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Tekapo`)
190,NZPL913_17|Polyarthra_dolichoptera,NZPL913-17|Polyarthra_dolichoptera,NZPL913-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL913-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Tekapo`)
191,NZPL914_17|Polyarthra_dolichoptera,NZPL914-17|Polyarthra_dolichoptera,NZPL914-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL914-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:27,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:27`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:27,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:27`)~(`Lake Tekapo`)
192,NZPL915_17|Polyarthra_dolichoptera,NZPL915-17|Polyarthra_dolichoptera,NZPL915-17_Polyarthra-dolichoptera_Lake_Tekapo,NZPL915-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:29,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:29`)~(`south island`)~(`Lake Tekapo`),(`,BOLD:ADH5862,`)~(`,GMYC:29,`)~(`,Lake Tekapo,`),(`BOLD:ADH5862`)~(`GMYC:29`)~(`Lake Tekapo`)
193,NZPL918_17|Polyarthra_dolichoptera,NZPL918-17|Polyarthra_dolichoptera,NZPL918-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL918-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:27,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:27`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:27,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:27`)~(`Lake Pukaki`)
194,NZPL919_17|Polyarthra_dolichoptera,NZPL919-17|Polyarthra_dolichoptera,NZPL919-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL919-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:28,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:28`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:28,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:28`)~(`Lake Pukaki`)
195,NZPL920_17|Polyarthra_dolichoptera,NZPL920-17|Polyarthra_dolichoptera,NZPL920-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL920-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:25,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:25`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:25,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:25`)~(`Lake Pukaki`)
196,NZPL921_17|Polyarthra_dolichoptera,NZPL921-17|Polyarthra_dolichoptera,NZPL921-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL921-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Pukaki`)
197,NZPL923_17|Polyarthra_dolichoptera,NZPL923-17|Polyarthra_dolichoptera,NZPL923-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL923-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Pukaki`)
198,NZPL924_17|Polyarthra_dolichoptera,NZPL924-17|Polyarthra_dolichoptera,NZPL924-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL924-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:32,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:32`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:32,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:32`)~(`Lake Pukaki`)
199,NZPL925_17|Polyarthra_dolichoptera,NZPL925-17|Polyarthra_dolichoptera,NZPL925-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL925-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:29,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:29`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:29,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:29`)~(`Lake Pukaki`)
200,NZPL926_17|Polyarthra_dolichoptera,NZPL926-17|Polyarthra_dolichoptera,NZPL926-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL926-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Pukaki`)
