fasta order,tip_labels,tip_labels_xx,processid,species,species_name_tidy,species_name_barcode_gap,Locality,Source_type,Genus,family,order,sampleid,bin_uri,genus_name,species_name,country,region,tip_labels_previous,new_names_public,new_names_NZ,new_labels
314,NZPLR252_13|Synchaeta_sp.,NZPLR252-13|Synchaeta_sp.,NZPLR252-13,Synchaeta-sp.,Synchaeta sp.,Synchaeta sp.,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACF7162,NA,NA,NA,NA,NZPLR252-13_Synchaeta-sp._Raglan_Harbour,Synchaeta-sp. (NA)(NZPLR252-13)(NA),Synchaeta-sp. (NZPLR252-13)(Raglan Harbour),Synchaeta-sp. (NZPLR252-13)(Raglan Harbour)
108,NZPL522_12|Trichocerca_similis,NZPL522-12|Trichocerca_similis,NZPL522-12,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Auckland Botanical Gardens,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPL522-12_Trichocerca-similis_Auckland_Botanical_Gardens,Trichocerca-similis (NA)(NZPL522-12)(NA),Trichocerca-similis (NZPL522-12)(Auckland Botanical Gardens),Trichocerca-similis (NZPL522-12)(Auckland Botanical Gardens)
136,NZPL845_17|Trichocerca_similis,NZPL845-17|Trichocerca_similis,NZPL845-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH5614,NA,NA,NA,NA,NZPL845-17_Trichocerca-similis_Lake_Lyndon,Trichocerca-similis (NA)(NZPL845-17)(NA),Trichocerca-similis (NZPL845-17)(Lake Lyndon),Trichocerca-similis (NZPL845-17)(Lake Lyndon)
137,NZPL846_17|Trichocerca_similis,NZPL846-17|Trichocerca_similis,NZPL846-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH5615,NA,NA,NA,NA,NZPL846-17_Trichocerca-similis_Lake_Lyndon,Trichocerca-similis (NA)(NZPL846-17)(NA),Trichocerca-similis (NZPL846-17)(Lake Lyndon),Trichocerca-similis (NZPL846-17)(Lake Lyndon)
138,NZPL848_17|Trichocerca_similis,NZPL848-17|Trichocerca_similis,NZPL848-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH5614,NA,NA,NA,NA,NZPL848-17_Trichocerca-similis_Lake_Lyndon,Trichocerca-similis (NA)(NZPL848-17)(NA),Trichocerca-similis (NZPL848-17)(Lake Lyndon),Trichocerca-similis (NZPL848-17)(Lake Lyndon)
139,NZPL850_17|Trichocerca_similis,NZPL850-17|Trichocerca_similis,NZPL850-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH5614,NA,NA,NA,NA,NZPL850-17_Trichocerca-similis_Lake_Lyndon,Trichocerca-similis (NA)(NZPL850-17)(NA),Trichocerca-similis (NZPL850-17)(Lake Lyndon),Trichocerca-similis (NZPL850-17)(Lake Lyndon)
140,NZPL853_17|Trichocerca_similis,NZPL853-17|Trichocerca_similis,NZPL853-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL853-17_Trichocerca-similis_Lake_Camp,Trichocerca-similis (NA)(NZPL853-17)(NA),Trichocerca-similis (NZPL853-17)(Lake Camp),Trichocerca-similis (NZPL853-17)(Lake Camp)
141,NZPL854_17|Trichocerca_similis,NZPL854-17|Trichocerca_similis,NZPL854-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL854-17_Trichocerca-similis_Lake_Camp,Trichocerca-similis (NA)(NZPL854-17)(NA),Trichocerca-similis (NZPL854-17)(Lake Camp),Trichocerca-similis (NZPL854-17)(Lake Camp)
142,NZPL855_17|Trichocerca_similis,NZPL855-17|Trichocerca_similis,NZPL855-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL855-17_Trichocerca-similis_Lake_Camp,Trichocerca-similis (NA)(NZPL855-17)(NA),Trichocerca-similis (NZPL855-17)(Lake Camp),Trichocerca-similis (NZPL855-17)(Lake Camp)
143,NZPL857_17|Trichocerca_similis,NZPL857-17|Trichocerca_similis,NZPL857-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL857-17_Trichocerca-similis_Lake_Camp,Trichocerca-similis (NA)(NZPL857-17)(NA),Trichocerca-similis (NZPL857-17)(Lake Camp),Trichocerca-similis (NZPL857-17)(Lake Camp)
152,NZPL873_17|Trichocerca_similis,NZPL873-17|Trichocerca_similis,NZPL873-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6530,NA,NA,NA,NA,NZPL873-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL873-17)(NA),Trichocerca-similis (NZPL873-17)(Lake Selfe),Trichocerca-similis (NZPL873-17)(Lake Selfe)
153,NZPL874_17|Trichocerca_similis,NZPL874-17|Trichocerca_similis,NZPL874-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6530,NA,NA,NA,NA,NZPL874-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL874-17)(NA),Trichocerca-similis (NZPL874-17)(Lake Selfe),Trichocerca-similis (NZPL874-17)(Lake Selfe)
154,NZPL875_17|Trichocerca_similis,NZPL875-17|Trichocerca_similis,NZPL875-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6530,NA,NA,NA,NA,NZPL875-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL875-17)(NA),Trichocerca-similis (NZPL875-17)(Lake Selfe),Trichocerca-similis (NZPL875-17)(Lake Selfe)
155,NZPL877_17|Trichocerca_similis,NZPL877-17|Trichocerca_similis,NZPL877-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6530,NA,NA,NA,NA,NZPL877-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL877-17)(NA),Trichocerca-similis (NZPL877-17)(Lake Selfe),Trichocerca-similis (NZPL877-17)(Lake Selfe)
156,NZPL878_17|Trichocerca_similis,NZPL878-17|Trichocerca_similis,NZPL878-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL878-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL878-17)(NA),Trichocerca-similis (NZPL878-17)(Lake Selfe),Trichocerca-similis (NZPL878-17)(Lake Selfe)
157,NZPL879_17|Trichocerca_similis,NZPL879-17|Trichocerca_similis,NZPL879-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL879-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL879-17)(NA),Trichocerca-similis (NZPL879-17)(Lake Selfe),Trichocerca-similis (NZPL879-17)(Lake Selfe)
158,NZPL880_17|Trichocerca_similis,NZPL880-17|Trichocerca_similis,NZPL880-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL880-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL880-17)(NA),Trichocerca-similis (NZPL880-17)(Lake Selfe),Trichocerca-similis (NZPL880-17)(Lake Selfe)
159,NZPL881_17|Trichocerca_similis,NZPL881-17|Trichocerca_similis,NZPL881-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH5615,NA,NA,NA,NA,NZPL881-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL881-17)(NA),Trichocerca-similis (NZPL881-17)(Lake Selfe),Trichocerca-similis (NZPL881-17)(Lake Selfe)
160,NZPL882_17|Trichocerca_similis,NZPL882-17|Trichocerca_similis,NZPL882-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL882-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL882-17)(NA),Trichocerca-similis (NZPL882-17)(Lake Selfe),Trichocerca-similis (NZPL882-17)(Lake Selfe)
161,NZPL883_17|Trichocerca_similis,NZPL883-17|Trichocerca_similis,NZPL883-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6529,NA,NA,NA,NA,NZPL883-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL883-17)(NA),Trichocerca-similis (NZPL883-17)(Lake Selfe),Trichocerca-similis (NZPL883-17)(Lake Selfe)
162,NZPL884_17|Trichocerca_similis,NZPL884-17|Trichocerca_similis,NZPL884-17,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ADH6530,NA,NA,NA,NA,NZPL884-17_Trichocerca-similis_Lake_Selfe,Trichocerca-similis (NA)(NZPL884-17)(NA),Trichocerca-similis (NZPL884-17)(Lake Selfe),Trichocerca-similis (NZPL884-17)(Lake Selfe)
208,NZPLA046_11|Trichocerca_similis,NZPLA046-11|Trichocerca_similis,NZPLA046-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAN0349,NA,NA,NA,NA,NZPLA046-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLA046-11)(NA),Trichocerca-similis (NZPLA046-11)(Chapel Lake),Trichocerca-similis (NZPLA046-11)(Chapel Lake)
211,NZPLR002_10|Trichocerca_,NZPLR002-10|Trichocerca_,NZPLR002-10,Trichocerca,Trichocerca,Trichocerca,Turtle-Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAM9636,NA,NA,NA,NA,NZPLR002-10_Trichocerca_Turtle-Lake,Trichocerca (NA)(NZPLR002-10)(NA),Trichocerca (NZPLR002-10)(Turtle-Lake),Trichocerca (NZPLR002-10)(Turtle-Lake)
212,NZPLR003_10|Trichocerca_similis,NZPLR003-10|Trichocerca_similis,NZPLR003-10,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Turtle Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAN0349,NA,NA,NA,NA,NZPLR003-10_Trichocerca-similis_Turtle_Lake,Trichocerca-similis (NA)(NZPLR003-10)(NA),Trichocerca-similis (NZPLR003-10)(Turtle Lake),Trichocerca-similis (NZPLR003-10)(Turtle Lake)
218,NZPLR009_11|Trichocerca_similis,NZPLR009-11|Trichocerca_similis,NZPLR009-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPLR009-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR009-11)(NA),Trichocerca-similis (NZPLR009-11)(Chapel Lake),Trichocerca-similis (NZPLR009-11)(Chapel Lake)
238,NZPLR053_11|Trichocerca_similis,NZPLR053-11|Trichocerca_similis,NZPLR053-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPLR053-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR053-11)(NA),Trichocerca-similis (NZPLR053-11)(Chapel Lake),Trichocerca-similis (NZPLR053-11)(Chapel Lake)
239,NZPLR054_11|Trichocerca_similis,NZPLR054-11|Trichocerca_similis,NZPLR054-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPLR054-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR054-11)(NA),Trichocerca-similis (NZPLR054-11)(Chapel Lake),Trichocerca-similis (NZPLR054-11)(Chapel Lake)
240,NZPLR055_11|Trichocerca_similis,NZPLR055-11|Trichocerca_similis,NZPLR055-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPLR055-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR055-11)(NA),Trichocerca-similis (NZPLR055-11)(Chapel Lake),Trichocerca-similis (NZPLR055-11)(Chapel Lake)
241,NZPLR056_11|Trichocerca_similis,NZPLR056-11|Trichocerca_similis,NZPLR056-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPLR056-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR056-11)(NA),Trichocerca-similis (NZPLR056-11)(Chapel Lake),Trichocerca-similis (NZPLR056-11)(Chapel Lake)
242,NZPLR058_11|Trichocerca_similis,NZPLR058-11|Trichocerca_similis,NZPLR058-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPLR058-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR058-11)(NA),Trichocerca-similis (NZPLR058-11)(Chapel Lake),Trichocerca-similis (NZPLR058-11)(Chapel Lake)
243,NZPLR060_11|Trichocerca_similis,NZPLR060-11|Trichocerca_similis,NZPLR060-11,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAV7895,NA,NA,NA,NA,NZPLR060-11_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR060-11)(NA),Trichocerca-similis (NZPLR060-11)(Chapel Lake),Trichocerca-similis (NZPLR060-11)(Chapel Lake)
256,NZPLR114_11|Trichocerca_tenuior,NZPLR114-11|Trichocerca_tenuior,NZPLR114-11,Trichocerca-tenuior,Trichocerca tenuior,Trichocerca tenuior,Jubilee Pond,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:AAZ8314,NA,NA,NA,NA,NZPLR114-11_Trichocerca-tenuior_Jubilee_Pond,Trichocerca-tenuior (NA)(NZPLR114-11)(NA),Trichocerca-tenuior (NZPLR114-11)(Jubilee Pond),Trichocerca-tenuior (NZPLR114-11)(Jubilee Pond)
272,NZPLR196_12|Trichocerca_similis,NZPLR196-12|Trichocerca_similis,NZPLR196-12,Trichocerca-similis,Trichocerca similis,Trichocerca similis,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACA2867,NA,NA,NA,NA,NZPLR196-12_Trichocerca-similis_Chapel_Lake,Trichocerca-similis (NA)(NZPLR196-12)(NA),Trichocerca-similis (NZPLR196-12)(Chapel Lake),Trichocerca-similis (NZPLR196-12)(Chapel Lake)
285,NZPLR213_13|Trichocerca_pusilla,NZPLR213-13|Trichocerca_pusilla,NZPLR213-13,Trichocerca-pusilla,Trichocerca pusilla,Trichocerca pusilla,Waikato River,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACC6641,NA,NA,NA,NA,NZPLR213-13_Trichocerca-pusilla_Waikato_River,Trichocerca-pusilla (NA)(NZPLR213-13)(NA),Trichocerca-pusilla (NZPLR213-13)(Waikato River),Trichocerca-pusilla (NZPLR213-13)(Waikato River)
286,NZPLR214_13|Trichocerca_pusilla,NZPLR214-13|Trichocerca_pusilla,NZPLR214-13,Trichocerca-pusilla,Trichocerca pusilla,Trichocerca pusilla,Waikato River,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACC6641,NA,NA,NA,NA,NZPLR214-13_Trichocerca-pusilla_Waikato_River,Trichocerca-pusilla (NA)(NZPLR214-13)(NA),Trichocerca-pusilla (NZPLR214-13)(Waikato River),Trichocerca-pusilla (NZPLR214-13)(Waikato River)
312,NZPLR250_13|Trichocerca_marina,NZPLR250-13|Trichocerca_marina,NZPLR250-13,Trichocerca-marina,Trichocerca marina,Trichocerca marina,Raglan Harbour,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACF6907,NA,NA,NA,NA,NZPLR250-13_Trichocerca-marina_Raglan_Harbour,Trichocerca-marina (NA)(NZPLR250-13)(NA),Trichocerca-marina (NZPLR250-13)(Raglan Harbour),Trichocerca-marina (NZPLR250-13)(Raglan Harbour)
313,NZPLR251_13|Trichocerca_marina,NZPLR251-13|Trichocerca_marina,NZPLR251-13,Trichocerca-marina,Trichocerca marina,Trichocerca marina,Raglan Harbour,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACF6907,NA,NA,NA,NA,NZPLR251-13_Trichocerca-marina_Raglan_Harbour,Trichocerca-marina (NA)(NZPLR251-13)(NA),Trichocerca-marina (NZPLR251-13)(Raglan Harbour),Trichocerca-marina (NZPLR251-13)(Raglan Harbour)
316,NZPLR255_13|Trichocerca_sp.,NZPLR255-13|Trichocerca_sp.,NZPLR255-13,Trichocerca-sp.,Trichocerca sp.,Trichocerca sp.,Turtle Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACG1767,NA,NA,NA,NA,NZPLR255-13_Trichocerca-sp._Turtle_Lake,Trichocerca-sp. (NA)(NZPLR255-13)(NA),Trichocerca-sp. (NZPLR255-13)(Turtle Lake),Trichocerca-sp. (NZPLR255-13)(Turtle Lake)
328,NZPLR375_14|Trichocerca_stylata,NZPLR375-14|Trichocerca_stylata,NZPLR375-14,Trichocerca-stylata,Trichocerca stylata,Trichocerca stylata,Lake Karapiro,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACR3832,NA,NA,NA,NA,NZPLR375-14_Trichocerca-stylata_Lake_Karapiro,Trichocerca-stylata (NA)(NZPLR375-14)(NA),Trichocerca-stylata (NZPLR375-14)(Lake Karapiro),Trichocerca-stylata (NZPLR375-14)(Lake Karapiro)
329,NZPLR384_14|Trichocerca_stylata,NZPLR384-14|Trichocerca_stylata,NZPLR384-14,Trichocerca-stylata,Trichocerca stylata,Trichocerca stylata,Lake Rotoehu,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,BOLD:ACR3832,NA,NA,NA,NA,NZPLR384-14_Trichocerca-stylata_Lake_Rotoehu,Trichocerca-stylata (NA)(NZPLR384-14)(NA),Trichocerca-stylata (NZPLR384-14)(Lake Rotoehu),Trichocerca-stylata (NZPLR384-14)(Lake Rotoehu)
319,NZPLR258_13|Trichotria_tetractis,NZPLR258-13|Trichotria_tetractis,NZPLR258-13,Trichotria-tetractis,Trichotria tetractis,Trichotria tetractis,Chapel Lake,DS-NZROT,Trichotria,Trichotriidae,Ploima,NA,BOLD:ACG5331,NA,NA,NA,NA,NZPLR258-13_Trichotria-tetractis_Chapel_Lake,Trichotria-tetractis (NA)(NZPLR258-13)(NA),Trichotria-tetractis (NZPLR258-13)(Chapel Lake),Trichotria-tetractis (NZPLR258-13)(Chapel Lake)
